scorer,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000,DLC_resnet50_mouse_movement_maJan14shuffle1_250000
98,331.5250244,28.85778809,0.999991059,431.3946838,77.59443665,0.999897122,368.5877686,102.1722336,0.99981302,254.4497681,261.2976379,0.999992728,359.4329224,224.3489532,0.999838352
99,331.8046875,28.87973976,0.999990463,431.1243591,73.90540314,0.999901652,359.8703918,98.12989044,0.999834418,276.4096069,264.7592163,0.999981403,377.1407471,216.0245514,0.999161959
100,332.0427856,29.35485077,0.999991775,429.1352539,77.21556854,0.999901772,366.3715515,104.3903427,0.994185686,280.9778137,266.0095215,0.999914765,293.2580261,209.1765137,0.997757852
101,332.5914307,30.65491867,0.999993086,430.6629639,77.64586639,0.999853849,366.3632202,100.3841476,0.999830842,235.6248169,224.4115753,0.99534899,324.1971436,237.3811035,0.999951959
102,332.037323,29.80702591,0.999989629,428.0847168,73.47161865,0.999852538,368.7606201,100.412468,0.999859929,201.0504608,248.9546204,0.999982834,350.6853027,233.3919067,0.999445498
103,331.5403137,29.24175072,0.99999094,430.6555481,77.46538544,0.999870896,368.6970825,100.3755646,0.99429214,215.16008,258.8362732,0.999998093,290.5274048,215.3134918,0.999086022
104,331.6363525,28.76200485,0.999991179,430.4422607,75.73119354,0.999909759,355.0178223,97.03399658,0.999705732,237.9387054,262.8361511,0.999986529,312.2557678,226.0051422,0.999852061
105,331.637085,29.32745552,0.999991298,429.4437561,74.83636475,0.99985671,351.8084106,94.25424957,0.94789958,158.4222565,215.1170807,0.079834029,317.818512,227.7925262,0.999802172
106,331.335907,28.84047318,0.999990821,431.718689,78.35451508,0.999922991,335.1895447,98.13710022,0.964749098,175.9747314,250.2487335,0.999959826,316.1352844,227.3155212,0.999931335
107,331.4366455,28.5835495,0.999989629,430.9407349,77.89752197,0.999879241,339.2624207,93.69470978,0.967752457,174.9420319,248.5662994,0.999979258,317.1695557,227.7052155,0.999945879
108,331.5975037,29.50170898,0.999990582,431.1633606,75.32727814,0.99991405,351.6891174,91.20985413,0.999839067,173.1739349,248.8811493,0.999983191,317.1237183,226.3256683,0.999965429
109,331.4934998,28.8752327,0.999990463,431.3556519,76.61463165,0.999943852,353.4571228,96.29363251,0.998764157,170.685318,243.33284,0.999982953,319.6271057,227.6371002,0.999959111
110,331.8435059,29.09254456,0.999989033,432.7254333,76.75189209,0.99996841,357.5599365,92.52490234,0.999721467,168.6925659,248.9754181,0.99957937,349.579071,218.6670532,0.995534778
111,331.1491394,28.14037514,0.999992013,433.1980591,75.47107697,0.999979377,355.3150635,96.43349457,0.999735057,171.1022491,245.7475128,0.999983311,286.6465759,230.6990967,0.999876499
112,331.0218201,27.67113686,0.999991894,433.441925,75.25723267,0.999982119,353.1539612,101.0232849,0.999971867,162.7447815,246.2966919,0.999984622,322.4515686,229.9163513,0.999978065
113,331.5334778,28.41965675,0.999990702,432.7398987,75.04785919,0.999962568,360.0843506,97.54360199,0.999784172,164.6876678,244.389389,0.999995947,325.3755798,230.7789307,0.999975681
114,331.5673218,28.06142807,0.99998939,432.8833008,75.91573334,0.999967098,352.2760925,95.830513,0.999838471,167.8157806,241.6956482,0.999991655,332.7434387,229.9678192,0.99995482
115,330.9624634,28.36681175,0.999988198,431.6972656,76.10968018,0.999931455,352.5030212,95.82364655,0.999078035,165.3937073,246.0423279,0.999947786,330.9844971,192.8524017,0.99959451
116,331.3977661,28.90560532,0.999988556,433.7154846,76.21822357,0.999972224,340.0412292,100.6333771,0.791966796,161.2443542,246.5545959,0.999915123,280.1052246,230.120224,0.999589145
117,332.5039368,29.74123573,0.999984622,433.459198,77.46736145,0.999979615,348.1504211,109.2985535,0.999958754,154.0784607,248.0209808,0.999581993,304.9759521,195.3699951,0.999696255
118,332.3668518,29.19382668,0.999988317,435.3948975,77.7193985,0.99998486,354.0096741,106.1480103,0.999951959,158.9573975,247.1386871,0.99923265,292.6064148,225.7995148,0.999304414
119,331.3033142,29.09701538,0.999987841,433.936676,76.61870575,0.999977469,352.155365,103.4213867,0.999937534,153.8899994,243.9058685,0.999807894,307.224823,223.0700226,0.999915957
120,331.5613708,29.16376686,0.999988556,433.4694214,76.23509979,0.999979377,352.6321106,108.3853378,0.999964595,156.4229126,243.6761169,0.999770701,309.4484863,223.5890503,0.999975562
121,331.4671631,29.14538193,0.999986768,433.3307495,76.9614563,0.999981642,355.6326599,103.9535751,0.999894738,156.9175415,240.7714233,0.999916315,339.912262,226.904892,0.999964595
122,331.9630737,29.2490139,0.999987841,434.2337646,78.47822571,0.99998343,348.2263794,107.0093689,0.999950886,160.1796722,246.207016,0.999791086,304.758728,186.8518829,0.998505831
123,331.6513062,29.5342617,0.999989033,430.3177185,78.91876221,0.999921203,361.1333008,102.9077911,0.532232225,153.9005432,242.1885376,0.999736845,291.9574585,230.5563354,0.999972105
124,331.3582153,28.83262253,0.999987841,431.7273865,78.71847534,0.9999578,339.0512695,89.76691437,0.955716789,152.3031158,242.3657074,0.999928951,315.050354,230.8751373,0.999936938
125,331.5119324,29.31962204,0.999988317,431.447052,79.37908173,0.999970555,365.1709595,105.2081375,0.60145241,158.6536255,246.7695618,0.999442637,274.069519,201.4838257,0.999875188
126,331.8282166,29.45649529,0.999988079,430.0480347,79.42202759,0.999918461,368.8702393,106.7403946,0.874090135,148.5637512,241.5233765,0.99996829,298.4182434,230.120163,0.999970317
127,331.7008667,29.48981094,0.999986768,429.4471436,78.64679718,0.999926329,372.4025879,103.4460144,0.998981178,153.5613098,244.3290863,0.999846935,350.685791,229.7763214,0.999836087
128,331.8431091,29.67691803,0.999988317,431.6827087,80.47368622,0.999941587,366.0802612,109.3969345,0.993852854,282.9352112,213.651947,0.068524703,317.9370117,212.1775665,0.838214397
129,331.8902283,30.1816082,0.99998641,432.406189,80.71569061,0.999827623,369.1390076,108.2202225,0.99368155,181.4580841,230.614975,0.349956304,325.2720337,232.6725311,0.9997105
130,331.0664063,29.25780487,0.999986053,432.1644897,80.91036987,0.999859691,372.4804993,109.6481018,0.996931553,206.1880951,238.2637329,0.999068916,325.7825928,233.1835785,0.999943852
131,331.7224426,29.38880157,0.999988198,430.7363586,80.65106964,0.999945283,370.9447632,106.5705795,0.999174654,207.6593628,230.8233337,0.999970675,326.9743347,232.9514008,0.999839425
132,331.3972778,29.0039196,0.999987602,431.2397156,79.69241333,0.999924421,361.9237671,99.85218811,0.507430255,211.7584229,248.5838318,0.999995351,330.2914734,233.1060333,0.999849916
133,331.5803223,29.47037315,0.999985337,434.3805542,80.59829712,0.999964595,354.8233337,96.70617676,0.999507904,227.5080261,261.0759888,0.999998927,331.8812866,233.017807,0.999919891
134,331.6711426,29.63298225,0.999986887,433.6377258,79.52207947,0.999939919,342.8776245,89.1524353,0.852618217,212.5680542,226.3920288,0.999949336,388.3905029,231.5006714,0.97769165
135,331.8747253,29.86710739,0.999987721,430.3089294,78.03839111,0.999890447,348.6517029,90.08499908,0.97509557,198.812088,248.52565,0.999992013,368.6424866,195.0153198,0.998119056
136,331.4568176,29.48438072,0.99998498,432.2851868,78.83678436,0.999935865,357.6878967,96.52035522,0.999723494,206.4536438,252.1993713,0.999953508,301.6795044,232.4753113,0.999810159
137,331.806427,29.33632469,0.999985576,431.5218811,76.78130341,0.999909163,354.7885132,94.52183533,0.999899149,163.9919739,241.143692,0.999898672,336.7927856,237.723465,0.99995625
138,331.7960815,29.47552872,0.999986529,431.276947,75.23628998,0.999879003,361.5838013,97.80347443,0.999534249,152.4053955,258.5336609,0.998502135,337.7701721,237.6477661,0.999960423
139,331.4253235,29.40805435,0.999987125,430.8275452,77.11034393,0.999880195,369.6790771,99.04563904,0.999401212,196.3077545,253.944458,0.99999094,340.2823486,236.6794281,0.999977827
140,331.5109253,30.06217957,0.999990106,428.7800903,77.56091309,0.999877572,373.0012207,104.1661453,0.99478358,174.9734955,243.2854919,0.999990582,354.828949,231.906311,0.780866921
141,331.1340942,29.83088493,0.999988079,428.6738586,76.48246765,0.999884844,372.1161499,100.4486008,0.997068584,180.9458923,248.3608856,0.999995708,343.9706726,197.679657,0.998952389
142,331.0487061,29.13561249,0.999988675,428.6182861,74.96251678,0.999861479,373.7519226,103.1234589,0.961149812,178.9189148,251.7569885,0.999991775,274.3945618,230.592926,0.999928474
143,330.6953735,28.75874329,0.999989986,430.4822083,78.76255798,0.99991715,367.3479614,102.9993744,0.757812858,147.8918915,251.7006683,0.999775827,280.4266663,230.3605804,0.999836326
144,330.8472595,28.99376106,0.999988914,431.7879333,75.74256897,0.999896049,353.9075928,94.17891693,0.999502659,157.5739136,250.4758148,0.999816,317.5115662,229.9095001,0.999893069
145,331.0658569,28.59553528,0.999989748,433.5926514,75.24227142,0.999976993,347.8070984,102.1221848,0.999905944,153.0131226,249.7893372,0.999463618,269.7515259,229.7967224,0.99996841
146,330.6696472,28.3286972,0.999987841,432.9181213,78.23588562,0.999952435,352.0123291,103.2434845,0.999831557,146.8022156,251.0503998,0.999654412,293.1391602,229.6947937,0.999947429
147,330.9972534,28.5645237,0.999988794,431.9218445,76.51980591,0.99992919,360.7309265,102.8488617,0.999178708,145.6506348,250.4870605,0.99982965,328.7185364,200.489563,0.999367774
148,331.2562866,29.17018509,0.999988437,433.7661438,77.39759064,0.999965787,345.2730408,106.4564514,0.976908386,260.0716248,265.6542358,0.999886632,274.5067749,237.0101471,0.362737894
149,331.2601318,29.53953362,0.999989748,433.545166,82.25330353,0.999949932,367.4402771,109.9993973,0.998198807,165.6583252,232.2566071,0.938924551,282.4859314,228.6441498,0.998503923
150,331.8484802,29.39492798,0.999991059,435.7687378,82.16318512,0.999967813,353.0974426,108.5920029,0.999929547,179.1923065,243.5791931,0.999997854,280.3315735,227.3200531,0.999975085
151,331.5948181,29.73366547,0.999991775,436.2277222,81.37873077,0.999959707,356.2378845,107.4746475,0.999942422,179.9549103,247.0475769,0.999996543,279.9037476,227.5287933,0.999891043
152,331.2855835,29.26498413,0.999990106,435.9783936,79.43672943,0.999964952,341.3902283,103.0225525,0.998369515,174.4058685,223.905014,0.999990702,281.9911804,226.5965118,0.999545515
153,331.5394592,29.51123047,0.999988914,436.3591003,80.51058197,0.999979734,346.6599426,102.9560089,0.999493241,195.3847046,243.8981628,0.999999404,351.2559204,213.4866791,0.06623219
154,331.3407593,29.37698555,0.999988675,435.1126099,79.69988251,0.999959469,351.1347656,103.7302094,0.999699116,188.912323,244.1069336,0.999996305,323.1044617,187.5598602,0.999960184
155,331.9933777,29.42407608,0.999987245,436.5037537,75.89396667,0.9999789,342.3739929,109.5550842,0.999986291,188.4772644,246.195816,0.999994278,277.3980408,228.2186127,0.999993443
156,331.2697449,29.45442581,0.999985456,437.6941833,74.67801666,0.999962211,344.9835205,110.896019,0.999909282,189.8872528,247.4109039,0.999994874,279.176178,228.9177246,0.999907374
157,331.4811096,29.45549011,0.999986529,438.2035522,75.09806061,0.999972701,349.2186279,105.799057,0.999898314,190.7798462,247.0732422,0.999991894,279.6694641,228.3875275,0.999981523
158,331.9642334,29.47201729,0.99998498,435.5729675,71.64606476,0.999971271,347.0167236,110.6218872,0.999956369,191.5485535,247.4316864,0.999988675,279.8223267,227.8329773,0.999973297
159,331.426239,28.75752449,0.99998796,436.5794373,72.44921112,0.999976516,342.9345703,108.8266602,0.999973178,192.1556702,247.1853027,0.999994755,280.4804382,228.4641113,0.999980092
160,331.7513428,28.65546417,0.99998641,437.0603638,70.68268585,0.999985695,352.9454041,110.5145493,0.999086142,192.2670441,247.1193237,0.999994755,280.6368103,228.6498108,0.999983549
161,331.9257813,28.94103813,0.999987245,437.0752563,71.31647491,0.999985695,358.3460388,114.3714294,0.999816716,191.7975616,247.5686188,0.99998951,279.9151001,228.3260345,0.999984026
162,331.2105408,28.79785347,0.999987364,436.2651978,74.53177643,0.999974847,350.8160095,109.2195587,0.9995116,192.0972748,246.9429932,0.999994159,279.0737305,228.3953247,0.999972701
163,331.4936829,28.70503807,0.999988914,436.7992859,74.2420578,0.999981046,350.3660583,110.0981903,0.995721042,192.307312,246.9760742,0.999994516,279.3159485,228.5792084,0.999980688
164,331.4162292,28.69318199,0.999990225,437.1532288,75.18119812,0.99997282,361.1899414,111.6076736,0.999896526,192.7255859,246.960968,0.999995708,279.9596863,228.6036987,0.999987841
165,331.5812378,29.60627365,0.999991298,436.4104919,68.91426086,0.999975085,364.7296448,110.769516,0.999932528,192.3783264,247.2654572,0.99999392,280.0560608,228.0527954,0.999983311
166,332.1829529,29.22784615,0.999988198,436.4672852,72.57229614,0.99996984,343.3206787,112.2871017,0.999935269,192.7588806,247.1475677,0.999994397,279.9012451,228.1251678,0.999987125
167,331.8807678,29.21443558,0.99999094,436.9747009,69.92605591,0.999990344,362.4980774,111.2866058,0.999946117,193.1028595,247.0595398,0.999996543,280.6690674,227.826889,0.999991417
168,332.4701233,28.98536873,0.999987364,435.9386902,68.14354706,0.999987006,353.3937378,111.651001,0.999985933,192.4923096,247.6651306,0.999992013,280.108429,227.9851074,0.999989867
169,331.2625122,28.78062057,0.999990106,438.7527161,69.61289978,0.999988437,362.6024475,114.4768066,0.999980569,193.1786194,247.5790558,0.999996424,280.2767944,228.7913055,0.999992251
170,331.6185303,28.99250793,0.999989033,438.2495728,70.47893524,0.999977589,361.1463623,114.7295761,0.99995935,192.8548126,247.6513519,0.999996305,280.1932068,228.5023499,0.999991298
171,332.6879272,28.99751472,0.999986172,434.3215942,71.98748779,0.99996233,353.1021118,114.0701981,0.999985576,192.7828674,247.5795288,0.999996305,280.4061279,228.5319214,0.999990582
172,331.7202759,29.16439247,0.999987245,439.274353,73.9694519,0.999955535,370.6516418,112.4489517,0.997106969,192.6483917,247.5421753,0.999996066,280.5908203,228.2817841,0.999991775
173,332.2598572,29.5173111,0.99998951,437.0357056,73.48270416,0.999960542,342.8391113,112.0497589,0.999764621,190.4873352,248.327652,0.999988556,279.806427,228.6756287,0.999983907
174,332.2230835,30.76002502,0.999993801,437.4105835,70.94189453,0.999957442,353.2969971,98.09841156,0.977497637,186.5343475,249.993103,0.999984264,278.5523987,229.7403107,0.999992847
175,331.7684937,29.04774666,0.999988675,439.3584595,71.79574585,0.999949098,342.5819092,110.9859161,0.99997592,184.1225739,250.0575714,0.999992967,279.2250977,229.095047,0.999989271
176,332.2042542,29.08202362,0.999991298,436.1358643,68.94966888,0.999986768,352.9950256,109.9706726,0.99993813,168.2537384,251.5814056,0.999987483,276.9766541,229.1296082,0.999989629
177,332.2864685,29.14271355,0.999991179,437.4655151,70.81459808,0.999979973,353.3674316,108.5310516,0.999939561,167.0655212,251.5737152,0.999990702,276.3039856,228.215332,0.999992132
178,331.5902405,28.45750427,0.999989629,435.3440857,68.79483795,0.999989867,349.8563843,101.1832047,0.999994397,166.9493408,251.2161407,0.999991059,275.7691956,229.2265015,0.999988794
179,332.2721252,29.4996357,0.999988079,434.7359924,71.72379303,0.999963045,356.2229614,108.9408875,0.996507347,166.9285583,251.3515778,0.999991894,276.2355652,227.7340393,0.999984264
180,331.9726257,29.31516647,0.999988794,437.1150513,73.04580688,0.999970913,351.2172241,104.3117828,0.999954462,167.0442505,251.1497803,0.999991536,276.1864014,228.2296143,0.999985933
181,331.1851501,28.30131149,0.999987245,439.1685181,75.18096161,0.999974012,333.9564514,107.1921768,0.9998703,167.0184174,250.9862366,0.999990344,275.765686,227.9398651,0.999993563
182,332.3819885,29.44833946,0.999989033,436.6616516,71.80138397,0.999963164,352.2786865,106.0118637,0.999971986,167.2473755,250.8706055,0.999986887,275.6429749,228.2895966,0.99998951
183,332.7515869,29.51603508,0.999989271,437.6986084,71.92773438,0.999970198,350.7702637,110.6996155,0.99958545,167.380661,251.0305328,0.999988794,276.1710205,228.2256927,0.999990702
184,332.1251526,29.04841614,0.999988675,438.8153076,68.23904419,0.999957681,351.6246643,102.9582825,0.999953628,166.7907562,251.0592346,0.999989033,276.4347839,228.9148865,0.99998939
185,332.6204224,29.8810215,0.999990821,437.2395325,68.65962982,0.999929547,352.4703369,107.1971359,0.996324301,162.4255524,250.6589661,0.999993443,275.8766479,229.2139893,0.999991536
186,331.4190369,28.21970749,0.999989986,437.9208374,68.84968567,0.999981642,358.007843,110.6577911,0.999810636,155.6100616,250.0227661,0.999966264,275.1508789,227.9642639,0.99996388
187,331.4419556,28.97105598,0.99999094,434.3299561,73.39554596,0.999958158,354.9100647,101.5001144,0.999976635,155.9058228,249.7097626,0.999963045,275.4553223,228.4220581,0.999972463
188,331.8482971,28.89595985,0.999990344,434.1400146,75.32984924,0.999980569,347.4248352,102.032196,0.999995232,155.8343964,249.9543915,0.999965191,276.1565857,227.7344971,0.999962807
189,331.9686584,28.82731438,0.999989867,435.5363159,76.32577515,0.999986053,351.6859741,100.1572723,0.999987602,155.9069519,249.6942749,0.999966621,275.3865051,227.9462738,0.999976158
190,331.3467712,28.58023453,0.999990702,434.4415894,74.63180542,0.999973297,351.9779053,109.000412,0.999937415,155.9524231,249.5305786,0.99996233,275.2951355,228.0314789,0.99998939
191,331.3884277,29.00443268,0.999991298,432.8518372,75.79555511,0.99994874,358.1035461,106.2216873,0.999962091,156.0134888,249.4254456,0.999953747,276.3984985,228.4373016,0.999945045
192,331.3284302,28.53453636,0.999991059,434.0606995,77.16146851,0.999971509,353.6106567,110.3782806,0.999835134,155.6478882,249.3549805,0.999958277,276.3682556,228.1300354,0.999974251
193,331.0060425,28.24116325,0.999991179,435.2232361,77.37417603,0.999980688,355.588501,111.8358307,0.99985075,155.5700378,249.5815582,0.999966025,275.5875854,228.2887421,0.999979973
194,331.0703735,28.94445038,0.999990582,434.2766418,75.87129974,0.999983549,355.8230286,111.1731033,0.9999789,155.9429474,249.5938416,0.999969363,275.5748596,228.4008789,0.99998188
195,331.2417908,28.82484818,0.999991059,432.1003418,74.37129211,0.999952316,356.1603699,103.8523483,0.999982357,155.7056427,249.7033997,0.999966264,275.7121887,228.7310181,0.999979138
196,331.8505859,28.54216385,0.999990582,433.7340088,77.83144379,0.999969721,360.3912048,112.5004196,0.99988687,155.5571289,249.5798645,0.999960065,276.48172,228.3186493,0.999973774
197,331.1716309,28.49134064,0.999990821,434.3390198,75.74744415,0.999972582,353.9830627,110.8873367,0.999957681,155.5565643,249.6275482,0.999966979,276.8177795,227.8324432,0.999952555
198,331.0290222,28.61940956,0.999991775,434.3062134,75.74359894,0.999985099,355.0435486,110.4578476,0.999986053,155.8274689,249.9188232,0.999967456,275.602478,228.8294983,0.999989986
199,331.0374756,28.74907112,0.999992251,434.0404663,74.2248764,0.999978542,355.147583,110.2002792,0.999986172,155.8086853,249.9519501,0.999972463,275.7897644,229.0203857,0.999991059
200,331.0037842,28.69298172,0.999991059,433.4117737,74.2853775,0.999972343,354.2505188,108.8566208,0.999983311,156.0099487,249.6392059,0.999950767,276.750824,228.6457062,0.999970317
